0	1	2	8	0	2	7	0	3	3	2	0	3	1	cat_10	cat_3	cat_40	cat_23	cat_38	cat_20	cat_21	cat_45	cat_44	cat_25	cat_16	cat_4	cat_33	cat_32	cat_37	cat_25	cat_4	cat_24	cat_16	cat_32	cat_31	cat_18	cat_47	cat_39	cat_35	cat_9
0	1	2	2	3	2	6	2	3	3	1	2	2	2	cat_36	cat_43	cat_16	cat_48	cat_34	cat_36	cat_13	cat_29	cat_10	cat_42	cat_42	cat_20	cat_39	cat_12	cat_45	cat_19	cat_6	cat_40	cat_42	cat_31	cat_19	cat_46	cat_25	cat_14	cat_35	cat_45
0	2	2	5	2	6	5	2	1	5	4	3	0	1	cat_29	cat_16	cat_19	cat_34	cat_30	cat_31	cat_17	cat_29	cat_1	cat_34	cat_6	cat_22	cat_29	cat_0	cat_47	cat_39	cat_24	cat_47	cat_35	cat_45	cat_32	cat_20	cat_26	cat_37	cat_38	cat_46
0	2	2	4	3	1	6	0	2	4	3	5	4	3	cat_8	cat_30	cat_18	cat_4	cat_7	cat_6	cat_26	cat_22	cat_10	cat_45	cat_27	cat_10	cat_25	cat_30	cat_34	cat_42	cat_18	cat_33	cat_14	cat_39	cat_21	cat_31	cat_8	cat_31	cat_35	cat_47
0	1	3	4	1	4	4	1	3	5	0	3	5	2	cat_27	cat_33	cat_23	cat_22	cat_5	cat_26	cat_31	cat_36	cat_14	cat_18	cat_23	cat_0	cat_46	cat_19	cat_23	cat_34	cat_32	cat_29	cat_29	cat_27	cat_12	cat_8	cat_34	cat_31	cat_7	cat_44
1	3	1	4	2	3	4	0	6	4	0	3	3	2	cat_6	cat_15	cat_1	cat_39	cat_26	cat_3	cat_25	cat_1	cat_15	cat_35	cat_18	cat_46	cat_46	cat_12	cat_26	cat_39	cat_34	cat_19	cat_35	cat_29	cat_19	cat_16	cat_25	cat_31	cat_14	cat_21
1	4	1	7	3	2	1	0	5	1	1	4	3	3	cat_48	cat_19	cat_18	cat_4	cat_39	cat_6	cat_41	cat_41	cat_30	cat_32	cat_16	cat_35	cat_34	cat_23	cat_8	cat_44	cat_14	cat_37	cat_35	cat_41	cat_48	cat_47	cat_13	cat_8	cat_4	cat_48
0	1	4	3	1	3	3	0	5	8	4	4	4	0	cat_44	cat_31	cat_20	cat_34	cat_28	cat_31	cat_30	cat_47	cat_14	cat_3	cat_5	cat_43	cat_39	cat_19	cat_11	cat_13	cat_32	cat_15	cat_20	cat_13	cat_25	cat_38	cat_2	cat_41	cat_26	cat_5
1	3	2	1	1	0	2	2	4	1	1	7	4	3	cat_8	cat_40	cat_21	cat_29	cat_25	cat_16	cat_18	cat_36	cat_44	cat_42	cat_28	cat_0	cat_34	cat_0	cat_4	cat_3	cat_27	cat_38	cat_1	cat_7	cat_27	cat_47	cat_35	cat_35	cat_13	cat_24
0	1	4	3	0	6	6	0	1	4	2	6	5	1	cat_45	cat_40	cat_8	cat_0	cat_44	cat_33	cat_5	cat_37	cat_10	cat_2	cat_49	cat_23	cat_0	cat_14	cat_40	cat_7	cat_38	cat_12	cat_3	cat_46	cat_20	cat_30	cat_6	cat_31	cat_5	cat_24
0	4	5	1	3	3	1	1	2	5	2	1	4	0	cat_9	cat_12	cat_11	cat_18	cat_12	cat_36	cat_29	cat_19	cat_12	cat_49	cat_18	cat_15	cat_10	cat_30	cat_25	cat_46	cat_1	cat_36	cat_12	cat_44	cat_14	cat_19	cat_23	cat_39	cat_39	cat_42
0	4	6	1	0	1	3	2	0	4	0	5	6	3	cat_15	cat_15	cat_5	cat_28	cat_17	cat_37	cat_9	cat_10	cat_33	cat_33	cat_16	cat_8	cat_34	cat_19	cat_24	cat_28	cat_3	cat_32	cat_0	cat_3	cat_21	cat_45	cat_8	cat_17	cat_41	cat_26
1	2	2	1	1	1	4	3	3	4	2	5	3	2	cat_26	cat_36	cat_46	cat_17	cat_4	cat_24	cat_29	cat_10	cat_47	cat_9	cat_1	cat_28	cat_16	cat_37	cat_43	cat_43	cat_17	cat_22	cat_24	cat_46	cat_35	cat_15	cat_13	cat_49	cat_14	cat_28
1	0	0	3	0	2	3	1	3	6	1	5	4	0	cat_15	cat_7	cat_48	cat_25	cat_22	cat_24	cat_37	cat_19	cat_31	cat_36	cat_32	cat_42	cat_5	cat_8	cat_31	cat_14	cat_3	cat_22	cat_42	cat_33	cat_6	cat_45	cat_16	cat_34	cat_5	cat_36
0	0	3	8	2	3	4	0	3	6	1	2	9	5	cat_26	cat_1	cat_25	cat_32	cat_39	cat_41	cat_27	cat_3	cat_3	cat_0	cat_45	cat_1	cat_30	cat_14	cat_21	cat_9	cat_5	cat_48	cat_30	cat_44	cat_48	cat_29	cat_48	cat_11	cat_14	cat_14
1	2	3	3	0	5	5	4	3	4	2	3	7	2	cat_48	cat_24	cat_23	cat_30	cat_15	cat_12	cat_38	cat_6	cat_17	cat_35	cat_49	cat_1	cat_33	cat_49	cat_3	cat_11	cat_14	cat_37	cat_4	cat_22	cat_8	cat_45	cat_10	cat_7	cat_20	cat_22
0	2	2	6	2	2	5	2	3	6	0	7	6	1	cat_33	cat_34	cat_20	cat_29	cat_33	cat_19	cat_44	cat_12	cat_21	cat_39	cat_11	cat_40	cat_5	cat_28	cat_11	cat_32	cat_17	cat_4	cat_47	cat_14	cat_25	cat_33	cat_6	cat_21	cat_43	cat_29
1	2	5	5	2	6	3	2	4	7	2	3	1	2	cat_41	cat_45	cat_10	cat_49	cat_23	cat_26	cat_10	cat_25	cat_36	cat_32	cat_3	cat_17	cat_3	cat_33	cat_5	cat_29	cat_18	cat_27	cat_30	cat_19	cat_26	cat_31	cat_37	cat_5	cat_4	cat_36
1	1	3	5	1	4	6	1	5	3	3	3	3	0	cat_18	cat_1	cat_40	cat_4	cat_38	cat_18	cat_32	cat_28	cat_2	cat_20	cat_34	cat_28	cat_4	cat_26	cat_34	cat_30	cat_29	cat_35	cat_24	cat_7	cat_27	cat_8	cat_37	cat_14	cat_12	cat_17
1	5	1	7	3	4	3	3	3	4	3	6	5	2	cat_39	cat_28	cat_42	cat_43	cat_4	cat_27	cat_32	cat_20	cat_10	cat_3	cat_23	cat_16	cat_32	cat_43	cat_43	cat_17	cat_27	cat_43	cat_32	cat_44	cat_1	cat_45	cat_0	cat_41	cat_2	cat_47
1	4	2	5	4	3	2	2	5	1	3	1	8	5	cat_3	cat_22	cat_24	cat_15	cat_27	cat_42	cat_24	cat_9	cat_35	cat_29	cat_48	cat_40	cat_14	cat_49	cat_15	cat_36	cat_32	cat_41	cat_40	cat_20	cat_24	cat_10	cat_9	cat_10	cat_5	cat_35
1	0	1	6	0	5	3	4	3	2	2	3	4	1	cat_13	cat_42	cat_29	cat_32	cat_16	cat_9	cat_5	cat_41	cat_5	cat_18	cat_48	cat_11	cat_10	cat_2	cat_1	cat_0	cat_32	cat_31	cat_14	cat_37	cat_20	cat_29	cat_36	cat_27	cat_43	cat_15
0	1	6	4	2	0	2	2	4	4	0	4	2	3	cat_29	cat_22	cat_20	cat_48	cat_2	cat_8	cat_13	cat_43	cat_12	cat_43	cat_23	cat_10	cat_6	cat_44	cat_32	cat_7	cat_38	cat_24	cat_35	cat_32	cat_7	cat_1	cat_43	cat_28	cat_9	cat_33
1	2	3	5	3	5	5	3	5	3	3	0	3	1	cat_23	cat_49	cat_22	cat_24	cat_24	cat_48	cat_31	cat_45	cat_19	cat_39	cat_36	cat_49	cat_2	cat_30	cat_23	cat_4	cat_49	cat_34	cat_47	cat_1	cat_15	cat_26	cat_25	cat_38	cat_15	cat_3
0	2	5	10	2	2	3	1	8	5	2	1	5	2	cat_14	cat_2	cat_11	cat_3	cat_9	cat_19	cat_41	cat_44	cat_8	cat_3	cat_36	cat_7	cat_49	cat_24	cat_49	cat_41	cat_34	cat_20	cat_23	cat_7	cat_0	cat_28	cat_34	cat_23	cat_48	cat_3
0	0	5	6	3	2	4	5	5	3	1	3	5	1	cat_3	cat_9	cat_2	cat_18	cat_25	cat_18	cat_31	cat_17	cat_20	cat_40	cat_49	cat_0	cat_14	cat_0	cat_37	cat_20	cat_49	cat_36	cat_32	cat_21	cat_26	cat_11	cat_42	cat_43	cat_18	cat_17
0	2	6	5	2	4	5	4	3	3	4	0	2	1	cat_41	cat_21	cat_2	cat_1	cat_24	cat_12	cat_33	cat_43	cat_17	cat_47	cat_43	cat_7	cat_0	cat_16	cat_4	cat_8	cat_10	cat_31	cat_30	cat_12	cat_13	cat_24	cat_47	cat_42	cat_24	cat_38
1	2	5	4	1	5	7	0	3	5	1	2	2	3	cat_12	cat_20	cat_48	cat_45	cat_36	cat_21	cat_43	cat_25	cat_20	cat_13	cat_22	cat_31	cat_15	cat_48	cat_24	cat_7	cat_31	cat_47	cat_10	cat_8	cat_35	cat_40	cat_37	cat_24	cat_39	cat_47
1	3	1	4	0	2	3	0	0	4	4	4	2	0	cat_2	cat_45	cat_34	cat_42	cat_5	cat_31	cat_40	cat_27	cat_34	cat_31	cat_32	cat_15	cat_19	cat_8	cat_13	cat_8	cat_17	cat_1	cat_39	cat_29	cat_20	cat_46	cat_39	cat_48	cat_1	cat_24
0	1	1	6	3	4	4	2	2	4	2	2	4	2	cat_14	cat_39	cat_34	cat_1	cat_21	cat_42	cat_30	cat_33	cat_14	cat_12	cat_33	cat_26	cat_24	cat_11	cat_36	cat_27	cat_42	cat_31	cat_36	cat_37	cat_44	cat_27	cat_30	cat_30	cat_32	cat_26
0	0	2	5	1	1	4	1	4	4	2	4	1	2	cat_0	cat_23	cat_33	cat_25	cat_6	cat_45	cat_14	cat_17	cat_36	cat_27	cat_43	cat_2	cat_8	cat_26	cat_19	cat_39	cat_3	cat_5	cat_45	cat_24	cat_41	cat_10	cat_28	cat_32	cat_20	cat_26
0	2	4	5	1	4	3	5	2	1	2	0	4	3	cat_27	cat_13	cat_36	cat_19	cat_3	cat_15	cat_40	cat_43	cat_31	cat_9	cat_45	cat_9	cat_21	cat_9	cat_15	cat_27	cat_47	cat_23	cat_0	cat_11	cat_49	cat_46	cat_13	cat_38	cat_7	cat_34
0	2	3	2	3	3	2	3	5	1	1	4	2	3	cat_48	cat_4	cat_31	cat_9	cat_43	cat_3	cat_34	cat_21	cat_25	cat_21	cat_6	cat_37	cat_46	cat_18	cat_10	cat_4	cat_36	cat_41	cat_30	cat_34	cat_49	cat_34	cat_36	cat_9	cat_6	cat_48
0	1	5	2	0	1	5	4	3	7	3	4	5	1	cat_20	cat_36	cat_49	cat_1	cat_8	cat_39	cat_45	cat_10	cat_14	cat_3	cat_32	cat_48	cat_29	cat_17	cat_11	cat_35	cat_7	cat_6	cat_31	cat_5	cat_0	cat_12	cat_33	cat_38	cat_44	cat_28
1	3	2	4	0	6	3	3	3	5	3	2	5	1	cat_23	cat_19	cat_49	cat_8	cat_25	cat_11	cat_37	cat_13	cat_18	cat_47	cat_20	cat_44	cat_49	cat_27	cat_4	cat_39	cat_14	cat_37	cat_8	cat_8	cat_2	cat_49	cat_23	cat_30	cat_42	cat_35
0	2	1	5	4	5	5	2	2	4	0	2	6	2	cat_32	cat_48	cat_21	cat_17	cat_21	cat_33	cat_45	cat_44	cat_1	cat_24	cat_6	cat_38	cat_1	cat_18	cat_35	cat_48	cat_18	cat_6	cat_40	cat_9	cat_18	cat_2	cat_39	cat_6	cat_26	cat_19
1	3	4	0	5	3	2	2	0	4	2	6	3	0	cat_6	cat_32	cat_4	cat_34	cat_4	cat_42	cat_5	cat_29	cat_38	cat_36	cat_46	cat_27	cat_43	cat_40	cat_42	cat_2	cat_47	cat_13	cat_28	cat_25	cat_14	cat_42	cat_16	cat_24	cat_13	cat_29
1	2	0	6	2	5	5	2	1	6	4	4	4	1	cat_43	cat_16	cat_45	cat_20	cat_21	cat_40	cat_38	cat_0	cat_44	cat_46	cat_25	cat_31	cat_1	cat_10	cat_44	cat_45	cat_29	cat_21	cat_22	cat_12	cat_37	cat_5	cat_45	cat_24	cat_40	cat_13
0	0	3	8	0	3	3	1	2	5	3	0	3	3	cat_48	cat_37	cat_14	cat_8	cat_24	cat_48	cat_43	cat_12	cat_2	cat_36	cat_48	cat_23	cat_48	cat_15	cat_39	cat_31	cat_13	cat_29	cat_23	cat_4	cat_6	cat_41	cat_2	cat_40	cat_27	cat_23
0	2	3	3	3	6	2	0	2	4	0	5	6	0	cat_34	cat_43	cat_4	cat_21	cat_17	cat_23	cat_30	cat_40	cat_41	cat_8	cat_32	cat_32	cat_43	cat_2	cat_47	cat_39	cat_35	cat_1	cat_24	cat_31	cat_25	cat_4	cat_41	cat_8	cat_24	cat_45
0	1	2	1	4	3	3	4	3	4	3	2	3	1	cat_12	cat_26	cat_13	cat_15	cat_15	cat_4	cat_46	cat_44	cat_1	cat_6	cat_11	cat_8	cat_6	cat_11	cat_38	cat_10	cat_6	cat_26	cat_4	cat_24	cat_34	cat_35	cat_49	cat_43	cat_18	cat_48
1	1	4	9	6	4	3	0	4	4	1	5	3	2	cat_23	cat_0	cat_40	cat_41	cat_47	cat_28	cat_25	cat_0	cat_34	cat_49	cat_37	cat_48	cat_48	cat_22	cat_12	cat_26	cat_21	cat_9	cat_34	cat_31	cat_11	cat_27	cat_5	cat_20	cat_0	cat_38
1	3	6	7	1	2	3	0	2	8	0	2	2	3	cat_42	cat_12	cat_19	cat_26	cat_18	cat_19	cat_4	cat_24	cat_2	cat_31	cat_35	cat_45	cat_38	cat_2	cat_11	cat_21	cat_20	cat_7	cat_44	cat_22	cat_8	cat_42	cat_27	cat_9	cat_18	cat_33
0	1	2	8	0	2	3	1	2	2	3	2	3	1	cat_23	cat_43	cat_39	cat_16	cat_45	cat_0	cat_48	cat_44	cat_15	cat_21	cat_27	cat_7	cat_21	cat_8	cat_43	cat_37	cat_8	cat_9	cat_49	cat_38	cat_32	cat_29	cat_28	cat_21	cat_30	cat_27
1	4	4	3	2	6	3	3	5	2	1	1	1	1	cat_18	cat_48	cat_48	cat_18	cat_33	cat_12	cat_27	cat_6	cat_2	cat_41	cat_36	cat_27	cat_31	cat_49	cat_32	cat_13	cat_35	cat_18	cat_40	cat_28	cat_13	cat_26	cat_26	cat_43	cat_7	cat_12
0	2	2	2	1	5	2	1	1	2	2	7	7	1	cat_4	cat_19	cat_31	cat_39	cat_23	cat_35	cat_14	cat_40	cat_27	cat_43	cat_30	cat_46	cat_8	cat_49	cat_37	cat_36	cat_25	cat_25	cat_20	cat_10	cat_26	cat_18	cat_28	cat_12	cat_40	cat_2
0	0	5	6	2	7	7	4	4	3	0	2	3	3	cat_1	cat_10	cat_13	cat_23	cat_33	cat_49	cat_14	cat_48	cat_47	cat_25	cat_32	cat_31	cat_24	cat_47	cat_47	cat_12	cat_1	cat_16	cat_2	cat_15	cat_32	cat_5	cat_46	cat_41	cat_35	cat_18
0	4	1	6	3	0	7	1	6	4	1	4	2	1	cat_42	cat_37	cat_43	cat_9	cat_47	cat_28	cat_4	cat_49	cat_19	cat_28	cat_31	cat_21	cat_47	cat_5	cat_23	cat_33	cat_33	cat_24	cat_31	cat_28	cat_3	cat_35	cat_1	cat_32	cat_31	cat_2
1	5	2	3	3	2	7	0	5	6	2	1	4	2	cat_1	cat_14	cat_39	cat_35	cat_27	cat_35	cat_6	cat_6	cat_37	cat_49	cat_8	cat_28	cat_9	cat_47	cat_26	cat_1	cat_18	cat_23	cat_26	cat_39	cat_31	cat_0	cat_7	cat_48	cat_15	cat_12
0	2	4	2	1	4	3	1	4	5	1	5	4	1	cat_19	cat_41	cat_13	cat_22	cat_10	cat_25	cat_33	cat_10	cat_15	cat_37	cat_7	cat_44	cat_35	cat_29	cat_35	cat_16	cat_47	cat_8	cat_40	cat_2	cat_45	cat_11	cat_43	cat_36	cat_16	cat_27
0	0	3	5	0	1	10	2	4	5	3	3	4	3	cat_14	cat_26	cat_23	cat_0	cat_30	cat_8	cat_20	cat_39	cat_15	cat_25	cat_18	cat_3	cat_1	cat_20	cat_23	cat_22	cat_35	cat_22	cat_45	cat_16	cat_31	cat_37	cat_9	cat_30	cat_40	cat_35
0	0	0	5	0	5	2	1	0	5	0	1	2	2	cat_47	cat_13	cat_48	cat_25	cat_46	cat_9	cat_22	cat_26	cat_0	cat_27	cat_15	cat_13	cat_32	cat_7	cat_8	cat_16	cat_24	cat_3	cat_34	cat_16	cat_12	cat_5	cat_21	cat_35	cat_45	cat_0
1	1	3	4	1	5	5	3	2	2	1	5	5	2	cat_5	cat_43	cat_39	cat_2	cat_37	cat_45	cat_1	cat_13	cat_40	cat_36	cat_18	cat_11	cat_8	cat_29	cat_6	cat_6	cat_18	cat_3	cat_8	cat_11	cat_45	cat_31	cat_29	cat_12	cat_32	cat_18
0	1	2	2	4	2	4	6	2	7	4	6	1	1	cat_47	cat_48	cat_38	cat_23	cat_13	cat_48	cat_28	cat_0	cat_47	cat_20	cat_0	cat_14	cat_46	cat_0	cat_44	cat_40	cat_16	cat_0	cat_22	cat_3	cat_7	cat_4	cat_21	cat_7	cat_40	cat_33
0	2	4	2	0	7	7	2	5	5	2	4	3	2	cat_9	cat_47	cat_11	cat_13	cat_17	cat_39	cat_30	cat_12	cat_43	cat_41	cat_4	cat_35	cat_30	cat_20	cat_9	cat_20	cat_32	cat_12	cat_17	cat_38	cat_7	cat_35	cat_25	cat_31	cat_47	cat_41
1	2	1	2	2	6	3	1	4	5	3	6	3	2	cat_49	cat_43	cat_23	cat_18	cat_5	cat_2	cat_22	cat_48	cat_47	cat_43	cat_14	cat_6	cat_27	cat_11	cat_31	cat_0	cat_1	cat_36	cat_22	cat_37	cat_46	cat_23	cat_48	cat_49	cat_24	cat_23
1	5	3	5	2	3	3	1	2	3	2	2	3	3	cat_47	cat_34	cat_26	cat_7	cat_18	cat_28	cat_21	cat_19	cat_35	cat_38	cat_0	cat_17	cat_49	cat_45	cat_36	cat_10	cat_35	cat_32	cat_47	cat_28	cat_14	cat_21	cat_29	cat_1	cat_19	cat_16
1	1	4	2	2	0	3	4	3	4	1	3	1	0	cat_15	cat_4	cat_23	cat_26	cat_48	cat_37	cat_25	cat_15	cat_43	cat_8	cat_2	cat_38	cat_29	cat_37	cat_20	cat_45	cat_2	cat_19	cat_20	cat_26	cat_26	cat_39	cat_21	cat_44	cat_45	cat_27
1	2	1	5	3	4	6	0	0	5	2	3	7	3	cat_2	cat_17	cat_13	cat_21	cat_30	cat_21	cat_42	cat_41	cat_28	cat_12	cat_21	cat_48	cat_36	cat_10	cat_22	cat_34	cat_13	cat_4	cat_10	cat_46	cat_43	cat_44	cat_37	cat_21	cat_11	cat_42
1	4	1	4	2	4	5	2	3	3	3	2	4	2	cat_35	cat_7	cat_12	cat_31	cat_46	cat_23	cat_23	cat_40	cat_4	cat_38	cat_23	cat_19	cat_19	cat_43	cat_22	cat_40	cat_25	cat_36	cat_7	cat_13	cat_32	cat_9	cat_8	cat_21	cat_29	cat_13
0	1	6	3	0	6	3	3	2	4	1	3	6	2	cat_14	cat_1	cat_46	cat_37	cat_7	cat_37	cat_8	cat_49	cat_21	cat_27	cat_31	cat_12	cat_7	cat_12	cat_43	cat_22	cat_38	cat_16	cat_10	cat_39	cat_42	cat_0	cat_5	cat_24	cat_46	cat_30
1	2	3	3	4	4	1	3	3	5	2	2	1	1	cat_39	cat_44	cat_36	cat_37	cat_10	cat_34	cat_16	cat_2	cat_15	cat_10	cat_9	cat_45	cat_22	cat_30	cat_34	cat_45	cat_17	cat_49	cat_1	cat_35	cat_4	cat_10	cat_12	cat_47	cat_4	cat_31
0	1	2	3	0	4	3	2	3	2	1	5	3	8	cat_49	cat_49	cat_9	cat_35	cat_45	cat_18	cat_17	cat_3	cat_47	cat_15	cat_20	cat_48	cat_43	cat_3	cat_46	cat_32	cat_43	cat_0	cat_0	cat_23	cat_24	cat_19	cat_8	cat_6	cat_4	cat_31
1	4	6	2	2	0	7	2	6	6	2	3	7	2	cat_20	cat_33	cat_16	cat_6	cat_21	cat_12	cat_1	cat_15	cat_28	cat_12	cat_17	cat_13	cat_25	cat_38	cat_7	cat_32	cat_49	cat_10	cat_19	cat_16	cat_25	cat_4	cat_35	cat_3	cat_47	cat_33
1	5	2	6	4	2	3	4	8	7	1	3	10	4	cat_13	cat_23	cat_19	cat_17	cat_23	cat_27	cat_17	cat_46	cat_34	cat_44	cat_19	cat_35	cat_24	cat_14	cat_30	cat_5	cat_29	cat_6	cat_33	cat_24	cat_41	cat_5	cat_40	cat_16	cat_46	cat_28
1	2	1	7	2	2	2	2	4	5	3	2	0	3	cat_21	cat_2	cat_30	cat_38	cat_35	cat_47	cat_11	cat_38	cat_12	cat_37	cat_29	cat_4	cat_18	cat_20	cat_14	cat_42	cat_29	cat_10	cat_49	cat_33	cat_5	cat_49	cat_6	cat_45	cat_40	cat_22
1	1	1	5	2	3	1	6	8	5	2	3	4	2	cat_41	cat_38	cat_5	cat_6	cat_21	cat_9	cat_14	cat_3	cat_8	cat_32	cat_43	cat_13	cat_0	cat_15	cat_21	cat_18	cat_46	cat_33	cat_22	cat_7	cat_20	cat_38	cat_11	cat_36	cat_40	cat_29
1	3	3	2	0	1	6	2	3	7	3	3	4	2	cat_6	cat_19	cat_0	cat_7	cat_15	cat_26	cat_47	cat_32	cat_41	cat_3	cat_13	cat_27	cat_3	cat_8	cat_38	cat_49	cat_20	cat_1	cat_43	cat_16	cat_10	cat_41	cat_5	cat_26	cat_26	cat_7
1	2	3	3	2	3	7	3	5	8	3	6	5	0	cat_48	cat_21	cat_10	cat_40	cat_15	cat_27	cat_36	cat_49	cat_27	cat_40	cat_16	cat_3	cat_9	cat_1	cat_1	cat_26	cat_7	cat_44	cat_6	cat_38	cat_31	cat_36	cat_10	cat_13	cat_22	cat_40
1	5	2	5	6	0	6	2	2	1	0	3	7	2	cat_9	cat_30	cat_31	cat_0	cat_40	cat_40	cat_23	cat_18	cat_1	cat_46	cat_30	cat_2	cat_19	cat_3	cat_14	cat_44	cat_27	cat_30	cat_49	cat_49	cat_29	cat_15	cat_16	cat_27	cat_44	cat_37
